linkid,link,sociopolitical,ideology,partisan
105,https://bsky.app/profile/jrjr.esq/post/3krud4a4f3o2v,,,
106,https://bsky.app/profile/mmfa.bsky.social/post/3krtpll5a6s2b,,,
107,https://bsky.app/profile/lulaoficial.bsky.social/post/3kru5nrcw2v2f,,,
108,https://bsky.app/profile/otsumamiboy.bsky.social/post/3krtwqaxjg42g,,,
109,https://bsky.app/profile/scalzi.com/post/3kruelp6epc24,,,
110,https://bsky.app/profile/ironspike.bsky.social/post/3krtqezepkr2h,,,
111,https://bsky.app/profile/jay.bsky.team/post/3krtpbnhx422u,,,
112,https://bsky.app/profile/hoofen.bsky.social/post/3krte3vjwn227,,,
113,https://bsky.app/profile/attackerman.bsky.social/post/3krtifuof632k,,,
114,https://bsky.app/profile/therealdrwaumiau.bsky.social/post/3krv7cqujq22x,,,
115,https://bsky.app/profile/emilylhauser.bsky.social/post/3kruijiitbl26,,,
116,https://bsky.app/profile/beijingpalmer.bsky.social/post/3krtg646dy42g,,,
117,https://bsky.app/profile/eva.computer/post/3kruksyo6fp22,,,
118,https://bsky.app/profile/kenwhite.bsky.social/post/3krtoszj2tr2z,,,
119,https://bsky.app/profile/awwchang.bsky.social/post/3krtnggx4zc2w,,,
120,https://bsky.app/profile/uekuraeku.bsky.social/post/3krurrmnlql2w,,,
121,https://bsky.app/profile/squeaky.bsky.social/post/3krtu4ruwvd2n,,,
122,https://bsky.app/profile/kenwhite.bsky.social/post/3krubz5gvws2n,,,
123,https://bsky.app/profile/internethippo.bsky.social/post/3kruio2zzxk2l,,,
124,https://bsky.app/profile/pardoguerra.bsky.social/post/3krtwhciydi2s,,,
125,https://bsky.app/profile/guardian-world-rss.bsky.social/post/3krtdfmn2vt2f,,,
126,https://bsky.app/profile/nameshiv.bsky.social/post/3krt7ryr4yp2o,,,
127,https://bsky.app/profile/kenwhite.bsky.social/post/3krtnly76t324,,,
128,https://bsky.app/profile/neilhimself.neilgaiman.com/post/3krtb4xi3wc2w,,,
129,https://bsky.app/profile/caseyjohnston.bsky.social/post/3krtztv5bp62z,,,
130,https://bsky.app/profile/erinbiba.bsky.social/post/3kru5ux6b2b2x,,,
131,https://bsky.app/profile/edburmila.bsky.social/post/3kru32plob32q,,,
132,https://bsky.app/profile/stephenkb.bsky.social/post/3krvg2kw5nc22,,,
133,https://bsky.app/profile/profmusgrave.bsky.social/post/3krujc4iok52k,,,
134,https://bsky.app/profile/marghoul.bsky.social/post/3krucsnmrm622,,,
135,https://bsky.app/profile/drewtoothpaste.bsky.social/post/3krtmbi6zcs2j,,,
136,https://bsky.app/profile/kenwhite.bsky.social/post/3krtmko3gqg26,,,
137,https://bsky.app/profile/michaelwhelan.bsky.social/post/3krtbd7w4x22o,,,
138,https://bsky.app/profile/jefftiedrich.bsky.social/post/3krth2hxxwu2u,,,
139,https://bsky.app/profile/lukelukeluke.bsky.social/post/3krt6fe7q362g,,,
140,https://bsky.app/profile/sarahmackattack.bsky.social/post/3krtbufjyi227,,,
141,https://bsky.app/profile/mtsw.bsky.social/post/3krtfc632hi2v,,,
142,https://bsky.app/profile/milesklee.bsky.social/post/3kruhdeg24k25,,,
143,https://bsky.app/profile/eladn.bsky.social/post/3krug3rinwf2q,,,
144,https://bsky.app/profile/hillarymonahan.bsky.social/post/3krtw6yxs4s2h,,,
145,https://bsky.app/profile/cait.bsky.social/post/3krtk37ge5b2d,,,
146,https://bsky.app/profile/pizzalawyer420.bsky.social/post/3krtztbpqz32p,,,
147,https://bsky.app/profile/kenwhite.bsky.social/post/3krucbglzed2o,,,
148,https://bsky.app/profile/zitron.bsky.social/post/3kruaeo6eld2q,,,
149,https://bsky.app/profile/ansgartrinkmann.bsky.social/post/3krtead4ae22o,,,
150,https://bsky.app/profile/sleepinggiantsbr.bsky.social/post/3krtvbkxf2m2t,,,
151,https://bsky.app/profile/aluhnim.bsky.social/post/3kruagfmsuc24,,,
152,https://bsky.app/profile/byelacey.bsky.social/post/3krtms6qzvc2j,,,
153,https://bsky.app/profile/kenwhite.bsky.social/post/3kruoweqf722l,,,
154,https://bsky.app/profile/jelenawoehr.bsky.social/post/3kruoqvri6a23,,,
155,https://bsky.app/profile/djenaboudialloh.bsky.social/post/3krv3fnd2wh2w,,,
156,https://bsky.app/profile/mmasnick.bsky.social/post/3kru6usxbus2y,,,
157,https://bsky.app/profile/brendelbored.bsky.social/post/3krtodsqmjr2x,,,
158,https://bsky.app/profile/chuckwendig.bsky.social/post/3krtebvugdv26,,,
159,https://bsky.app/profile/uncleduke1969.bsky.social/post/3krthpg5wf22z,,,
160,https://bsky.app/profile/kashana.bsky.social/post/3krueol3msw2k,,,
161,https://bsky.app/profile/partyinthefront.bsky.social/post/3kruviaiazl2b,,,
162,https://bsky.app/profile/andreagrimes.bsky.social/post/3krtabwy7s22y,,,
163,https://bsky.app/profile/billcorbett.bsky.social/post/3krt7h4ndex2c,,,
164,https://bsky.app/profile/bodegacats.bsky.social/post/3krtyx4pj6b2m,,,
165,https://bsky.app/profile/bebeneuwirth.bsky.social/post/3kruqghhenk2i,,,
166,https://bsky.app/profile/neilhimself.neilgaiman.com/post/3krth6ige3s2q,,,
167,https://bsky.app/profile/hammancheez.bsky.social/post/3krtux7tkmy2v,,,
168,https://bsky.app/profile/profmusgrave.bsky.social/post/3krudhch5262j,,,
169,https://bsky.app/profile/samandfuzzy.bsky.social/post/3krtn7ne3oa2c,,,
170,https://bsky.app/profile/radicalgraffiti.bsky.social/post/3kruhi4gqzz2r,,,
171,https://bsky.app/profile/brooklynmarie.bsky.social/post/3krtuuv2dmt27,,,
172,https://bsky.app/profile/scottmalin.bsky.social/post/3krtjy6mdgo2t,,,
173,https://bsky.app/profile/womensart1.bsky.social/post/3kruv2xmqfz25,,,
174,https://bsky.app/profile/annamerlan.bsky.social/post/3krudzlw4jn25,,,
175,https://bsky.app/profile/wildeny.bsky.social/post/3krulujazi52u,,,
176,https://bsky.app/profile/jrjr.esq/post/3kru2zbrhio2g,,,
177,https://bsky.app/profile/yourhappyhost.com/post/3krthcq7ovx26,,,
178,https://bsky.app/profile/jbouie.bsky.social/post/3kru3intp6226,,,
179,https://bsky.app/profile/denniskberlin.bsky.social/post/3krtpme6zfd26,,,
180,https://bsky.app/profile/gerechtgericht.bsky.social/post/3kruzr6cbll2i,,,
181,https://bsky.app/profile/gonebabygone.bsky.social/post/3krtqolorlc2q,,,
182,https://bsky.app/profile/illdottore.bsky.social/post/3kruiteho5s2p,,,
183,https://bsky.app/profile/meshio041.bsky.social/post/3krvcgfqswg2f,,,
184,https://bsky.app/profile/zephyxus.bsky.social/post/3krtlgcd4ey2c,,,
185,https://bsky.app/profile/swiftonsecurity.com/post/3krucvy2cxv24,,,
186,https://bsky.app/profile/cooperlund.bsky.social/post/3krugubirac2k,,,
187,https://bsky.app/profile/theferocity.bsky.social/post/3krua5muvhk2y,,,
188,https://bsky.app/profile/rosuuri.bsky.social/post/3kruc5xaeak2e,,,
189,https://bsky.app/profile/opossumcorn.bsky.social/post/3krtvgxvwkr23,,,
190,https://bsky.app/profile/karlbode.bsky.social/post/3krtrgykk242u,,,
191,https://bsky.app/profile/secondlina.bsky.social/post/3krtj722m422z,,,
192,https://bsky.app/profile/zitron.bsky.social/post/3krti7q5trd2q,,,
193,https://bsky.app/profile/kevinmkruse.bsky.social/post/3kru2drxspb2h,,,
194,https://bsky.app/profile/hyenamancer.bsky.social/post/3kru5fsk2dx23,,,
195,https://bsky.app/profile/kentito.bsky.social/post/3krurdzhoqc22,,,
196,https://bsky.app/profile/darthbluesky.bsky.social/post/3krucmbqnwd2e,,,
197,https://bsky.app/profile/brooklynmarie.bsky.social/post/3krthy7wsgp2f,,,
198,https://bsky.app/profile/blueheronfarm.bsky.social/post/3krujsvxa2w2w,,,
199,https://bsky.app/profile/prisonculture.bsky.social/post/3krufmxgnil2n,,,
200,https://bsky.app/profile/kekeke2024.bsky.social/post/3krtyuakuxm2g,,,
201,https://bsky.app/profile/lulaoficial.bsky.social/post/3kruhgkgbem2h,,,
202,https://bsky.app/profile/maladroithe.bsky.social/post/3krtfotkr4c2h,,,
203,https://bsky.app/profile/amalelmohtar.com/post/3kruwegw2vj25,,,
204,https://bsky.app/profile/himmapaan.bsky.social/post/3krtw5h5ngk25,,,
205,https://bsky.app/profile/drewtoothpaste.bsky.social/post/3krug6woo4v2b,,,
206,https://bsky.app/profile/mtsw.bsky.social/post/3krtgrubsck2q,,,
207,https://bsky.app/profile/darthbluesky.bsky.social/post/3kruv6rpiyo26,,,
208,https://bsky.app/profile/kashana.bsky.social/post/3kru2spbbpb2d,,,
209,https://bsky.app/profile/heyshivana.bsky.social/post/3krtxvlqxcp2e,,,
210,https://bsky.app/profile/nytimes.com/post/3krtpeguyyw2g,,,
211,https://bsky.app/profile/kiriyu.bsky.social/post/3krt6s2ttle2i,,,
212,https://bsky.app/profile/nicholasgrossman.bsky.social/post/3krtbxaonj624,,,
213,https://bsky.app/profile/lindberghfarias.bsky.social/post/3krttp5usep2p,,,
214,https://bsky.app/profile/scalzi.com/post/3krufvjv7ib2z,,,
215,https://bsky.app/profile/mommunism.bsky.social/post/3krttr7gny32g,,,
216,https://bsky.app/profile/iceghost.bsky.social/post/3krtmw4obhz2g,,,
217,https://bsky.app/profile/gleisi.bsky.social/post/3krujqz4wti2v,,,
218,https://bsky.app/profile/pikaole.bsky.social/post/3krubfolxvt2g,,,
219,https://bsky.app/profile/juicysteak117.gay/post/3krua5amiuu2d,,,
220,https://bsky.app/profile/guganoblat.bsky.social/post/3kru6nm6oid2t,,,
221,https://bsky.app/profile/psudonym.bsky.social/post/3krtqxteehb2e,,,
222,https://bsky.app/profile/gibagibagiba.bsky.social/post/3krtdcvpajn2s,,,
223,https://bsky.app/profile/crobertcargill.bsky.social/post/3krtkr6x5bt2s,,,
224,https://bsky.app/profile/lalalalack.bsky.social/post/3krvbhfdy6z2l,,,
225,https://bsky.app/profile/gbbranstetter.bsky.social/post/3krtvicfghp2w,,,
226,https://bsky.app/profile/acab4cutie.top/post/3krtvks7yj223,,,
227,https://bsky.app/profile/sonourable.bsky.social/post/3krtsecozdt2b,,,
228,https://bsky.app/profile/peterorlowicz.bsky.social/post/3krtq4qtlrk2u,,,
229,https://bsky.app/profile/coachfinstock.bsky.social/post/3kru5v6tolx2p,,,
230,https://bsky.app/profile/texasinafrica.bsky.social/post/3krt77i5zpc24,,,
231,https://bsky.app/profile/queenjolene.bsky.social/post/3krudz6mu5d2o,,,
232,https://bsky.app/profile/kyodotter.bsky.social/post/3krtc7vaskl2u,,,
233,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3krtesvthes2x,,,
234,https://bsky.app/profile/hilzoy.bsky.social/post/3krta7ueyks2k,,,
235,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krtrhm3kxc27,,,
236,https://bsky.app/profile/pookleblinky.bsky.social/post/3krtlzjsfd22f,,,
237,https://bsky.app/profile/blauekastanie.bsky.social/post/3krtp24t4fh2h,,,
238,https://bsky.app/profile/junlper.bsky.social/post/3kru3g2g3in2k,,,
239,https://bsky.app/profile/theferocity.bsky.social/post/3krtfuc4jb22y,,,
240,https://bsky.app/profile/mica4711.bsky.social/post/3krtew7fssc2p,,,
241,https://bsky.app/profile/lanyardigan.bsky.social/post/3krtfjrdou227,,,
242,https://bsky.app/profile/2tkinfo.bsky.social/post/3krv66zny4t2s,,,
243,https://bsky.app/profile/artdecade.bsky.social/post/3krtxifvipc22,,,
244,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3krtkkhr4rp26,,,
245,https://bsky.app/profile/mayawest.online/post/3kruiyiicdx2t,,,
246,https://bsky.app/profile/scaleandtale.bsky.social/post/3krtsl5h2at2g,,,
247,https://bsky.app/profile/huffslove.bsky.social/post/3krtny72q2d2k,,,
248,https://bsky.app/profile/jbouie.bsky.social/post/3krtc4szsf225,,,
249,https://bsky.app/profile/darthbluesky.bsky.social/post/3kruaazigb722,,,
250,https://bsky.app/profile/snackalgorithm.bsky.social/post/3krty3aq7gd24,,,
251,https://bsky.app/profile/thespaceshipper.bsky.social/post/3krv4kr3ejk2u,,,
252,https://bsky.app/profile/senhorarivotril.bsky.social/post/3krtetrmirg2w,,,
253,https://bsky.app/profile/proofofburden.bsky.social/post/3kru52z2xol2g,,,
254,https://bsky.app/profile/bruteandbrawn.bsky.social/post/3krtj4l7jux2w,,,
255,https://bsky.app/profile/daveanthony.bsky.social/post/3krtyarn7s224,,,
256,https://bsky.app/profile/pompei79.bsky.social/post/3krthjudyaw2r,,,
257,https://bsky.app/profile/denniskberlin.bsky.social/post/3krtuzlau7k2t,,,
258,https://bsky.app/profile/hazelmonforton.com/post/3krtfsnvfoy2t,,,
259,https://bsky.app/profile/mtsw.bsky.social/post/3krtpezvsb42g,,,
260,https://bsky.app/profile/kiri9t1.bsky.social/post/3krtxk36dfi23,,,
261,https://bsky.app/profile/dustinn.bsky.social/post/3krtem4kdes2b,,,
262,https://bsky.app/profile/jbouie.bsky.social/post/3krub5b2ux224,,,
263,https://bsky.app/profile/fizzeru.bsky.social/post/3krtk3mcz7t2q,,,
264,https://bsky.app/profile/timescarcass.bsky.social/post/3krtwlkuoxd2r,,,
265,https://bsky.app/profile/lindberghfarias.bsky.social/post/3krtmmjocgn2w,,,
266,https://bsky.app/profile/alexsegura.bsky.social/post/3krtcfsx3md2n,,,
267,https://bsky.app/profile/emilylhauser.bsky.social/post/3kruisvipxo26,,,
268,https://bsky.app/profile/proptermalone.bsky.social/post/3krtu7v2dp322,,,
269,https://bsky.app/profile/k1m.bsky.social/post/3krtstral7k2c,,,
270,https://bsky.app/profile/realalbundy.bsky.social/post/3krtqquubdl2k,,,
271,https://bsky.app/profile/kittbetelgeuse.bsky.social/post/3krtryifbhe2g,,,
272,https://bsky.app/profile/kenwhite.bsky.social/post/3krtn4m6bwd2f,,,
273,https://bsky.app/profile/goldstein.bsky.social/post/3krtz7szu5h2h,,,
274,https://bsky.app/profile/pepperhund.bsky.social/post/3krur7iddgg2j,,,
275,https://bsky.app/profile/vandroidhelsing.bsky.social/post/3kru7x66nam2g,,,
276,https://bsky.app/profile/peterjelinek.bsky.social/post/3krtod4huw22t,,,
277,https://bsky.app/profile/illdottore.bsky.social/post/3kruikkqcwo26,,,
278,https://bsky.app/profile/markusg.bsky.social/post/3krtqak2zfj2z,,,
279,https://bsky.app/profile/otsumamiboy.bsky.social/post/3krtm3r7cjx26,,,
280,https://bsky.app/profile/nuge.bsky.social/post/3krueddhi2t2v,,,
281,https://bsky.app/profile/tocodot.bsky.social/post/3kru6jmfa6f2q,,,
282,https://bsky.app/profile/bunnyhazedayz.bsky.social/post/3kruk6xc2wv2y,,,
283,https://bsky.app/profile/johann-v-d-bron.bsky.social/post/3krtoadlanb2f,,,
284,https://bsky.app/profile/kokosetto.bsky.social/post/3kruclawjhd2g,,,
285,https://bsky.app/profile/ovs.verhaltenskreativ.de/post/3krtfbmcdac2z,,,
286,https://bsky.app/profile/foxovh.bsky.social/post/3kru55czn4d22,,,
287,https://bsky.app/profile/henkensecond.bsky.social/post/3krt7eghjhu2q,,,
288,https://bsky.app/profile/peterstefanovic.bsky.social/post/3krt72yptvs26,,,
289,https://bsky.app/profile/theonion.com/post/3krtdkbhu4326,,,
290,https://bsky.app/profile/maggy.kia.net/post/3krugpgztgq2j,,,
291,https://bsky.app/profile/babybearish.bsky.social/post/3krtaerucet2r,,,
292,https://bsky.app/profile/cunabula.bsky.social/post/3krtquoaibt2w,,,
293,https://bsky.app/profile/matryoska.bsky.social/post/3krudhcjm3s25,,,
294,https://bsky.app/profile/stovey.thequeer.house/post/3krucrr3gts2f,,,
295,https://bsky.app/profile/darthbluesky.bsky.social/post/3kru3nejizu2t,,,
296,https://bsky.app/profile/artbutmakeitsports.bsky.social/post/3kruo6qog5z2o,,,
297,https://bsky.app/profile/tohdraws.bsky.social/post/3krtvgvxmec2s,,,
298,https://bsky.app/profile/jason1749.bsky.social/post/3kru2wcv2bg2p,,,
299,https://bsky.app/profile/leosakamoto.bsky.social/post/3krtig34eaa2r,,,
300,https://bsky.app/profile/liviakir.bsky.social/post/3kru4c5w5bn2v,,,
301,https://bsky.app/profile/rincewind.run/post/3kru36kfk472q,,,
302,https://bsky.app/profile/kinuta3103.bsky.social/post/3krtwagjrnn2w,,,
303,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kru4hb6jwx23,,,
304,https://bsky.app/profile/sixthleafclover.com/post/3krtwymfkst2e,,,
305,https://bsky.app/profile/romulobdias.bsky.social/post/3krtsogiaz72e,,,
306,https://bsky.app/profile/neilhimself.neilgaiman.com/post/3krtmzcy4522h,,,
307,https://bsky.app/profile/ugarles.bsky.social/post/3kruhudoqo626,,,
308,https://bsky.app/profile/maxkennerly.bsky.social/post/3krtt5kilrs2u,,,
309,https://bsky.app/profile/nkalamb.bsky.social/post/3krtqgpk2f52q,,,
310,https://bsky.app/profile/pierpaolo.bsky.social/post/3krtlsb6agd24,,,
311,https://bsky.app/profile/emilyonhere.gay/post/3krtddyul5d2g,,,
312,https://bsky.app/profile/guido-kuehn.bsky.social/post/3krvafng7e32o,,,
313,https://bsky.app/profile/tera11.bsky.social/post/3kru5t7iwgf2g,,,
314,https://bsky.app/profile/honovy.bsky.social/post/3krtq2jan7t2w,,,
315,https://bsky.app/profile/anildash.com/post/3krtj2qswvx22,,,
316,https://bsky.app/profile/rincewind.run/post/3krteb4nsht27,,,
317,https://bsky.app/profile/marygillis.bsky.social/post/3kru43sqqec2k,,,
318,https://bsky.app/profile/pedroronchi.bsky.social/post/3krtud3z5ha2g,,,
319,https://bsky.app/profile/elhotzo.bsky.social/post/3krtsey5h362l,,,
320,https://bsky.app/profile/pizzalawyer420.bsky.social/post/3krtlu2pmb22y,,,
321,https://bsky.app/profile/secondlina.bsky.social/post/3krtj2r4qfr2t,,,
322,https://bsky.app/profile/bestofdyingtwit.bsky.social/post/3krtcdrzj6u2g,,,
323,https://bsky.app/profile/retrotechdreams.bsky.social/post/3krtbbgnt6d26,,,
324,https://bsky.app/profile/marichal.bsky.social/post/3krtsy7gmrs2t,,,
325,https://bsky.app/profile/guido-kuehn.bsky.social/post/3krv6eyz7ip2r,,,
326,https://bsky.app/profile/lulaoficial.bsky.social/post/3krtu6ugz4e2b,,,
327,https://bsky.app/profile/guilhermeboulos.bsky.social/post/3krtf3obejp2r,,,
328,https://bsky.app/profile/jbouie.bsky.social/post/3krubewvpab2x,,,
329,https://bsky.app/profile/jsx.bsky.social/post/3kru2juhltc2m,,,
330,https://bsky.app/profile/theferocity.bsky.social/post/3krtwd7ywj22d,,,
331,https://bsky.app/profile/benedictsred.bsky.social/post/3krtm2rib3d26,,,
332,https://bsky.app/profile/cait.bsky.social/post/3krtfox4bxm2g,,,
333,https://bsky.app/profile/claasgefroi.bsky.social/post/3kruzrz66732e,,,
334,https://bsky.app/profile/emissaryofnight.bsky.social/post/3krubgsidwu2j,,,
335,https://bsky.app/profile/katmabu.bsky.social/post/3krtbc3tui42f,,,
336,https://bsky.app/profile/bodegacats.bsky.social/post/3krvk5qezqg2m,,,
337,https://bsky.app/profile/maralil13.bsky.social/post/3krubbum3a62r,,,
338,https://bsky.app/profile/megrocks.com/post/3krtph6otul2o,,,
