author_did,author_handle,author_display_name,created_at,text,langs,cid,indexed_at,like_count,reply_count,repost_count,prob_toxic,label_toxic,prob_affinity,label_affinity,prob_compassion,label_compassion,prob_constructive,label_constructive,prob_curiosity,label_curiosity,prob_nuance,label_nuance,prob_personal_story,label_personal_story,prob_alienation,label_alienation,prob_fearmongering,label_fearmongering,prob_generalization,label_generalization,prob_moral_outrage,label_moral_outrage,prob_power_appeal,label_power_appeal,prob_scapegoating,label_scapegoating
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T21:48:23.315Z,"essentially the likes index is keyed by DIDs and enumerating them by time would require a secondary index, which is a chore on scylla",['en'],bafyreibjoooevanzpe3greibgv4o36erecec4mkc5x3qpracvkon3sk4ky,2024-02-02T21:48:23.315Z,9,3,3,0.046120718,0,0.26354274,0,0.22065568,0,0.647833,1,0.30137506,0,0.5162813,1,0.30894864,0,0.16537562,0,0.26976994,0,0.23609097,0,0.2152146,0,0.14779621,0,0.19229257,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T21:43:06.023Z,I had POP pop in the attic,['en'],bafyreifschcft52isvmdcedu6s4n5q4ubmp2tx4nbh7ysrodrplkaf55ja,2024-02-02T21:43:06.023Z,3,2,0,0.1373533,0,0.30719697,0,0.19467822,0,0.20567288,0,0.19751711,0,0.1655701,0,0.56726456,1,0.08365962,0,0.22461532,0,0.07775371,0,0.22187072,0,0.09309636,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T20:05:01.550Z,@jacob.gold we need to name some service weasel,['en'],bafyreieh75vr4uqrawrcwovkhababfj3b5fl2rd5odpubb4lso2utwci3i,2024-02-02T20:05:01.550Z,8,1,0,0.2396185,0,0.12971774,0,0.109879166,0,0.1295328,0,0.14574693,0,0.07917442,0,0.12365909,0,0.1392265,0,0.22461532,0,0.15018459,0,0.22852683,0,0.09868214,0,0.08836041,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T20:04:16.439Z,we got the kanbans,['en'],bafyreihimefcepfc45iwvof4lgz6phb5lklncww7nyzxpckiyytlqf432m,2024-02-02T20:04:16.439Z,3,1,1,0.0665887,0,0.2024268,0,0.1773599,0,0.16876596,0,0.22539337,0,0.16002655,0,0.38166767,0,0.1065401,0,0.24661373,0,0.15018459,0,0.2152146,0,0.09868214,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T19:27:51.015Z,"full stack of engineers boss, just like you asked for",['en'],bafyreihaizewstbw7f5c2cqepxz2uwgte7zm3u4a7vtes7azbpdpr666ja,2024-02-02T19:27:51.015Z,38,3,0,0.020842785,0,0.17910267,0,0.1773599,0,0.06955251,0,0.18557015,0,0.07504572,0,0.2762251,0,0.17845018,0,0.20377472,0,0.111442484,0,0.2152146,0,0.1230058,0,0.080901414,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T19:25:42.153Z,haha ya,['en'],bafyreidflft3s6vdolh63klq3c5nuug6hzitbdita44lcxssigdd3cy5ue,2024-02-02T19:25:42.153Z,6,1,0,0.034984488,0,0.34212035,0,0.54551643,1,0.13423713,0,0.3163644,0,0.12374999,0,0.432571,0,0.20459929,0,0.27903244,0,0.20577107,0,0.29286933,0,0.19324528,0,0.19229257,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T19:25:03.582Z,"personally I think it's wrong to stack engineers, fully or otherwise",['en'],bafyreieuny2ieyp4suensbn3j6pkgpxfjgeyhwdi4ct2a2lvhmf3hu3kla,2024-02-02T19:25:03.582Z,178,19,9,0.07212844,0,0.16264103,0,0.13241576,0,0.15236288,0,0.14574693,0,0.0961107,0,0.1464604,0,0.20459929,0,0.19798566,0,0.20577107,0,0.2584794,0,0.09557893,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:33:37.424Z,"happily married, sorry friend",['en'],bafyreid4d5gt6rjzhxwzv2xn2o2bxpqxlyjv35mxrfn7rylwwzv46seryi,2024-02-02T18:33:37.424Z,10,1,0,0.045131154,0,0.17204767,0,0.7724429,1,0.11541978,0,0.3163644,0,0.13584217,0,0.30894864,0,0.15230106,0,0.26166525,0,0.111442484,0,0.2584794,0,0.1230058,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:32:44.941Z,fully stacked engineer good yes,['en'],bafyreihzoazuhiudmhplukw4yzznpzzs4utdmg2yoobxf6q37mcr3thlgi,2024-02-02T18:32:44.941Z,8,1,0,0.05304765,0,0.08503614,0,0.109879166,0,0.08131335,0,0.16167621,0,0.091560535,0,0.116058655,0,0.08365962,0,0.18640755,0,0.09965141,0,0.20190234,0,0.08999315,0,0.07803257,0
did:plc:mul5ctx7d7cjsz3vrx3siuaf,schuldberg.com,Schuldberg,2024-02-02T18:24:14.555Z,Glass half full stack engineer,['en'],bafyreici4xbcesyrp2v5jrra5cmspd5hqlqf6ozqf3rg6unm2bl3qfl24u,2024-02-02T18:24:14.555Z,17,0,2,0.04166769,0,0.10620111,0,0.11631819,0,0.13423713,0,0.1131365,0,0.15311672,0,0.15623868,0,0.1065401,0,0.22461532,0,0.16197565,0,0.22187072,0,0.09309636,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:22:46.582Z,full stack engineer implies empty stack engineer,['en'],bafyreihassgpguencd5nur5qogpeck57qo6to35hlkltocgz5rickscuoa,2024-02-02T18:22:46.582Z,177,38,14,0.013948329,0,0.049761195,0,0.058366958,0,0.1295328,0,0.09344797,0,0.13584217,0,0.077106416,0,0.15230106,0,0.19219661,0,0.19229555,0,0.24294843,0,0.08999315,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:00:10.258Z,Im a little toity sometimes,['en'],bafyreihwcn44chzxepv7hnu7rsupxwyuod3qahqgo6loho6zo3vxr4oh3y,2024-02-02T18:00:10.258Z,1,2,0,0.147767,0,0.23298477,0,0.45445293,0,0.106011115,0,0.23734035,0,0.12893236,0,0.4972477,0,0.1065401,0,0.22461532,0,0.08954478,0,0.2152146,0,0.09868214,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:49:24.564Z,"seems like an appropriate time to mention that when my parents asked about joining I told them if they ever do, I'm sorry about my posts",['en'],bafyreic6totddaoqi7mycyflbrotjcf2lpcsoo57y5p7h3zeji4z5kw6eu,2024-02-02T17:49:24.564Z,55,3,1,0.022846194,0,0.32465866,0,0.6351243,1,0.18516903,0,0.23734035,0,0.16002655,0,0.72697043,1,0.10000282,0,0.22461532,0,0.01879834,0,0.2152146,0,0.08999315,0,0.080901414,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:48:04.484Z,"oh sure saving a post to jerk off to later

but what are books and why are they marking the post. is that a j/o thing too",['en'],bafyreigtia4hwfleyr3rbf6cbt5kevc274b53zdzrvflj6tgsboszr3uqe,2024-02-02T17:48:04.484Z,44,8,4,0.28857216,0,0.12971774,0,0.13885477,0,0.06484817,0,0.4712543,0,0.091560535,0,0.1464604,0,0.3091958,0,0.19798566,0,0.124918,0,0.35277444,0,0.102347136,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:43:46.019Z,book... marks...?,['en'],bafyreigoov347cusgp2gjo5aa5rpik3rx7r5nphxkht5d3o7zsk7ztydr4,2024-02-02T17:43:46.019Z,28,5,1,0.012817383,0,0.17204767,0,0.28992894,0,0.14416134,0,0.41129693,0,0.15311672,0,0.30894864,0,0.19152474,0,0.2871371,0,0.19229555,0,0.2751197,0,0.19324528,0,0.17419864,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:43:19.174Z,thanks you too!,['en'],bafyreigxzkbzbimmydpd7np6vuzzolvg7rtilfe2tjm2bwv7rr5cqyrj6a,2024-02-02T17:43:19.174Z,2,0,0,0.008105109,0,0.49927562,0,0.7927973,1,0.18516903,0,0.60752124,1,0.23668297,0,0.6157378,1,0.2372857,0,0.31492457,0,0.19229555,0,0.30174416,0,0.26761648,0,0.23933682,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:36:11.313Z,and a happy face computer day to you,['en'],bafyreihqwqtpc6tyqpbpmuqxsn6bhmkgho3g4duesjwp4vumu4by5ul4zi,2024-02-02T17:36:11.313Z,3,0,0,0.09828771,0,0.1391244,0,0.45445293,0,0.11071545,0,0.106573656,0,0.11856762,0,0.1853263,0,0.06077914,0,0.22461532,0,0.124918,0,0.22187072,0,0.09309636,0,0.080901414,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:18:47.689Z,a secret third pop,['en'],bafyreiazlmexgwfa5wkhm6ebsbmkxmzg45ainafl2dmzbdtofv6uuxoddy,2024-02-02T17:18:47.689Z,10,1,0,0.04834723,0,0.12266275,0,0.14851332,0,0.11541978,0,0.17362319,0,0.12374999,0,0.2144139,0,0.16537562,0,0.24661373,0,0.19229555,0,0.2507139,0,0.14779621,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:15:10.596Z,this is in fact the technical answer bsky.app/profile/pfra...,['en'],bafyreieqvbx4xjgb6n6tyleezc4plmrlxkeksf4xbg5jvciu5oxuqyjfrq,2024-02-02T17:15:10.596Z,7,0,0,0.015770407,0,0.15323438,0,0.13241576,0,0.18516903,0,0.41129693,0,0.15311672,0,0.23259366,0,0.049699605,0,0.20377472,0,0.07775371,0,0.17305915,0,0.08999315,0,0.08319649,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:14:39.024Z,yep,['en'],bafyreiblrpbbhngt2c3wcjacgod7egrrjj6sbf65an3m3qtaqieczddulq,2024-02-02T17:14:39.024Z,6,0,0,0.015079274,0,0.2024268,0,0.3592022,0,0.16876596,0,0.34134665,0,0.16002655,0,0.356216,0,0.17845018,0,0.27903244,0,0.21924658,0,0.29286933,0,0.16845487,0,0.2140053,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:13:56.897Z,fridays are work days?,['en'],bafyreih4v43kjnqunvylidzgqh6rskvitu6kqmordtamg42mtcxbdym6za,2024-02-02T17:13:56.897Z,66,16,3,0.008482091,0,0.16264103,0,0.237974,0,0.15236288,0,0.65598017,1,0.1655701,0,0.28713295,0,0.16537562,0,0.25356057,0,0.15018459,0,0.23629232,0,0.09868214,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:11:48.302Z,the pip pop community,['en'],bafyreidjzyeihstz23frtukrc4mx2yeecgplwrqoqtsoxag3izcddrnj3m,2024-02-02T17:11:48.302Z,5,1,0,0.10956833,0,0.15323438,0,0.1773599,0,0.16056442,0,0.22539337,0,0.15311672,0,0.26531723,0,0.20459929,0,0.26166525,0,0.24282873,0,0.2751197,0,0.16845487,0,0.19229257,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:07:12.798Z,POP2 went pop so we popped over to POP1,['en'],bafyreie523n6gnaigy3l6val37mlhokl2k2kuuwjanp3s7ar624lfuwrsa,2024-02-02T17:07:12.798Z,51,11,1,0.044388983,0,0.14617938,0,0.15495235,0,0.22838412,0,0.19751711,0,0.15311672,0,0.28713295,0,0.11961466,0,0.23156218,0,0.124918,0,0.20855847,0,0.09557893,0,0.08836041,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T07:21:34.351Z,stuff and things,['en'],bafyreiany4ijhnanso2u5qakpwvath6xmthsd25x6erpwunpcjrmiw4dvm,2024-02-02T07:21:34.351Z,39,4,1,0.020960633,0,0.16264103,0,0.1773599,0,0.120124124,0,0.19751711,0,0.106475435,0,0.1925982,0,0.1392265,0,0.23156218,0,0.15018459,0,0.2507139,0,0.09868214,0,0.09122925,0
did:plc:qrllvid7s54k4hnwtqxwetrf,joshuajfriedman.com,Joshua J. Friedman,2024-02-02T05:52:45.340Z,These two,['en'],bafyreihvfqlqmqdxtlfhm4mm7crabgogcpf46jqmlsyaf4wcoob2ic6qba,2024-02-02T05:52:45.340Z,487,6,43,0.016838523,0,0.30719697,0,0.33322474,0,0.27041006,0,0.39131114,0,0.2625422,0,0.356216,0,0.3091958,0,0.30566207,0,0.2928419,0,0.30174416,0,0.23869435,0,0.28638107,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T06:25:39.380Z,more the former,['en'],bafyreihx4a4m2weiclithzisecuwiorusvt56zsiciddwelfmchg64rvze,2024-02-02T06:25:39.380Z,6,1,0,0.017969469,0,0.21552306,0,0.33322474,0,0.16056442,0,0.28138927,0,0.16002655,0,0.25440937,0,0.21767385,0,0.2963996,0,0.23609097,0,0.26735422,0,0.16845487,0,0.17419864,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T06:15:34.381Z,I am actually,['en'],bafyreihdkfsyepzysparuhcbyixzixyaw2o3rkgwztmjhv7sjuekd6aalm,2024-02-02T06:15:34.381Z,3,0,0,0.02048268,0,0.26354274,0,0.50640786,1,0.15236288,0,0.35133955,0,0.15311672,0,0.4595463,0,0.21767385,0,0.2871371,0,0.20577107,0,0.2751197,0,0.16845487,0,0.17419864,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T06:14:54.369Z,nice,['en'],bafyreigyllm575aaqwe26r4miwqmpnh24stj72hjcurhs4dgl7hgnkmrky,2024-02-02T06:14:54.369Z,3,0,0,0.023553278,0,0.28100443,0,0.5623179,1,0.19747134,0,0.39131114,0,0.23668297,0,0.46762517,0,0.25036025,0,0.30566207,0,0.24282873,0,0.33280608,0,0.26761648,0,0.26104954,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T05:57:48.025Z,yeah aug 9,['en'],bafyreib5j6gvgasac5iqno5w37b2aeouso3tnjo6cptppicjtj4j7jzzne,2024-02-02T05:57:48.025Z,6,3,1,0.02072494,0,0.2024268,0,0.28992894,0,0.13423713,0,0.28138927,0,0.11856762,0,0.30894864,0,0.16537562,0,0.26166525,0,0.16197565,0,0.2507139,0,0.1230058,0,0.1524859,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T04:11:46.319Z,I don’t know actually @dholms.xyz might,['en'],bafyreiarv46pfdbg6y2jt7vywtgqcmswciuz4vkru5qi6kkoyapj77pr2q,2024-02-02T04:11:46.319Z,4,1,0,0.03309893,0,0.2024268,0,0.26395148,0,0.11541978,0,0.5706593,1,0.106475435,0,0.3344003,0,0.16537562,0,0.24661373,0,0.111442484,0,0.22187072,0,0.102347136,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T04:10:55.345Z,definitely an interesting idea to bootstrap into other mediums,['en'],bafyreihpl4tgitqck2tws5gmordbukpave56ujgbcfprlimwkhpojdahta,2024-02-02T04:10:55.345Z,22,3,0,0.026735162,0,0.32465866,0,0.33322474,0,0.24039154,0,0.4712543,0,0.1655701,0,0.25440937,0,0.06077914,0,0.25356057,0,0.124918,0,0.20855847,0,0.09868214,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T04:07:57.757Z,I will admit to the hooting. but I never hollered and you know it,['en'],bafyreidyx72wvq54gkqmdl22gfyvkvs2eop7pj7haao5sif7auuhozuwdm,2024-02-02T04:07:57.757Z,84,7,5,0.21241048,0,0.16264103,0,0.15495235,0,0.06131992,0,0.1131365,0,0.07917442,0,0.3344003,0,0.1065401,0,0.15977791,0,0.055855997,0,0.22187072,0,0.09309636,0,0.06913915,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T03:57:47.998Z,uh? check... spam?,['en'],bafyreibybal64wxtbkqpjeywiijqvxbu5mygs6c4cmstpsi7c3kx774pui,2024-02-02T03:57:47.998Z,1,1,0,0.049584184,0,0.12266275,0,0.16139136,0,0.103658944,0,0.41129693,0,0.101293065,0,0.23259366,0,0.19152474,0,0.26166525,0,0.124918,0,0.26735422,0,0.1230058,0,0.09122925,0
did:plc:jn2c6bcr5rcwlmfcfn5k37sm,comraderobot.bsky.social,Notorious RBMK,2024-02-02T01:03:53.205Z,the goats are happy because it is warm and there is a Pile,['en'],bafyreih6mmaf4r3rcjrbzdb22pbn2fy4vveg2xqz5srpyoay3gkuzoiwj4,2024-02-02T01:03:53.205Z,343,12,42,0.21107252,0,0.07092616,0,0.13885477,0,0.25239894,0,0.16167621,0,0.17849971,0,0.13695985,0,0.1065401,0,0.19798566,0,0.16197565,0,0.20855847,0,0.08751058,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T02:44:31.574Z,ah well. cant help you there,['en'],bafyreigp4qfgvb5pggjapcsspzl5yjswwv42uto7cymre3pyxt2ikuis2a,2024-02-02T02:44:31.574Z,4,1,0,0.048594624,0,0.14617938,0,0.45445293,0,0.103658944,0,0.23734035,0,0.101293065,0,0.1925982,0,0.1392265,0,0.23850904,0,0.111442484,0,0.22852683,0,0.09868214,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T02:42:11.880Z,I have to live with this so now you do too,['en'],bafyreigiyrrmes4ntbns22s3zcluciuqh42oe6cxkhpcj7hlawk3m2oaqi,2024-02-02T02:42:11.880Z,10,2,0,0.032391842,0,0.4556214,0,0.7869818,1,0.103658944,0,0.39131114,0,0.07917442,0,0.52417725,1,0.10000282,0,0.24661373,0,0.07775371,0,0.24294843,0,0.09868214,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T02:40:00.786Z,"what I think of when I hear ""croque monsieur""",['en'],bafyreibmcobhpwirwle5icqqxb5n7aodcdvnxqfiig43mtmbaaeivozu74,2024-02-02T02:40:00.786Z,901,26,119,0.054037213,0,0.18850933,0,0.09700111,0,0.13423713,0,0.14574693,0,0.12893236,0,0.356216,0,0.049699605,0,0.1806185,0,0.09965141,0,0.1841527,0,0.07013259,0,0.06913915,0
did:plc:vzmlifz3ghar4cu2hj3srga2,martin.kleppmann.com,Martin Kleppmann,2024-02-01T21:51:28.535Z,I saw the RSC stage adaptation of My Neighbour Totoro in London and it was totally amazing 😍,['en'],bafyreiggjpd5zam52ffojczq6rreh7tedsfcczyn35jerq6snvgusjr3wu,2024-02-01T21:51:28.053Z,9,1,0,0.030977672,0,0.41196713,0,0.38517967,0,0.40493944,0,0.26919892,0,0.24961258,0,0.809081,1,0.052309174,0,0.23850904,0,0.08954478,0,0.2152146,0,0.09309636,0,0.09122925,0
did:plc:vzmlifz3ghar4cu2hj3srga2,martin.kleppmann.com,Martin Kleppmann,2024-01-31T23:00:00.855Z,"That would be great! As inspiration, I enjoy the birdwatching feed bsky.app/profile/did:... which I believe is based on manually curated membership + emoji in posts. It has a good signal-to-noise ratio",['en'],bafyreihj3rr23jzjrkprm7sjdvrzkxxsoxiwclreueb37xkz4tfjwvdviq,2024-01-31T23:00:00.855Z,7,1,1,0.023671126,0,0.78708893,1,0.6743278,1,0.6783881,1,0.70061386,1,0.6208136,1,0.79788417,1,0.08365962,0,0.30566207,0,0.13670906,0,0.22852683,0,0.14779621,0,0.17419864,0
