,link,civic_label,political_label,civic_hand_label,political_ideology_hand_label
144,https://bsky.app/profile/neolithicsheep.bsky.social/post/3knrsd5yzsh2c,civic,left-leaning,civic,left-leaning
145,https://bsky.app/profile/npr.org/post/3kntjjdda3k2r,civic,left-leaning,civic,left-leaning
146,https://bsky.app/profile/astrokatie.com/post/3knj5lqzfbt2l,not civic,unclear,not civic,
147,https://bsky.app/profile/strandjunker.bsky.social/post/3knelbsrdwc2n,civic,left-leaning,civic,left-leaning
148,https://bsky.app/profile/crushbort.bsky.social/post/3knecuxoiig2o,not civic,unclear,not civic,
149,https://bsky.app/profile/ryannorth.ca/post/3kngzpi57tm2y,not civic,unclear,not civic,
150,https://bsky.app/profile/jesseltaylor.bsky.social/post/3knp2ktkfqs2g,civic,right-leaning,civic,right-leaning
151,https://bsky.app/profile/rbreich.bsky.social/post/3knojzl5xh32g,civic,left-leaning,civic,left-leaning
152,https://bsky.app/profile/pixelatedboat.bsky.social/post/3knrzoc5lfc2r,not civic,unclear,not civic,
153,https://bsky.app/profile/lethalityjane.bsky.social/post/3knmna43n4c2u,not civic,unclear,not civic,
154,https://bsky.app/profile/pbump.com/post/3knlocwi4ac24,not civic,unclear,civic,left-leaning
155,https://bsky.app/profile/catsofyore.bsky.social/post/3knmnr6lu5s2q,not civic,unclear,not civic,
156,https://bsky.app/profile/weirwoodtreehug.bsky.social/post/3knt66pbp6227,civic,left-leaning,civic,left-leaning
157,https://bsky.app/profile/encephalophagy.bsky.social/post/3knnot5qsut22,civic,left-leaning,civic,left-leaning
158,https://bsky.app/profile/joshuajfriedman.com/post/3knfcdvb6t22r,civic,left-leaning,civic,left-leaning
159,https://bsky.app/profile/kenwhite.bsky.social/post/3knol6vhq7k2t,not civic,unclear,not civic,
160,https://bsky.app/profile/kevinmkruse.bsky.social/post/3knonbpmxos2e,civic,left-leaning,civic,left-leaning
161,https://bsky.app/profile/cait.bsky.social/post/3knimvlvulb2a,not civic,unclear,not civic,
162,https://bsky.app/profile/marisakabas.bsky.social/post/3knuhvjaew324,not civic,unclear,civic,left-leaning
163,https://bsky.app/profile/joshuaerlich.bsky.social/post/3knsul6pqtk2x,civic,left-leaning,civic,left-leaning
164,https://bsky.app/profile/rincewind.run/post/3knjqnssmzr2a,civic,left-leaning,civic,left-leaning
165,https://bsky.app/profile/andylevy.bsky.social/post/3knfcmr4ith2s,not civic,unclear,not civic,
166,https://bsky.app/profile/gregpak.bsky.social/post/3knsu6pjy2227,not civic,unclear,not civic,
167,https://bsky.app/profile/ygalanter.bsky.social/post/3knhrdekmas25,not civic,unclear,not civic,
168,https://bsky.app/profile/markharris.bsky.social/post/3knf7uyywym2i,civic,left-leaning,civic,left-leaning
169,https://bsky.app/profile/npr.org/post/3kntfv6if4m2m,civic,moderate,civic,moderate
170,https://bsky.app/profile/clairewillett.bsky.social/post/3knsa62ucpe2h,not civic,unclear,not civic,
171,https://bsky.app/profile/clancyny.bsky.social/post/3knh2gspnxk2a,civic,left-leaning,civic,left-leaning
172,https://bsky.app/profile/brendelbored.bsky.social/post/3knlzq5rffc2i,civic,left-leaning,not civic,
173,https://bsky.app/profile/golikehellmachine.bsky.social/post/3knh6zd4fv326,civic,left-leaning,civic,left-leaning
174,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3knhb6bowze2o,civic,left-leaning,civic,left-leaning
175,https://bsky.app/profile/mtsw.bsky.social/post/3kneabcfmam2r,civic,left-leaning,civic,left-leaning
176,https://bsky.app/profile/ryanlcooper.com/post/3kntlutpzn22q,civic,left-leaning,civic,left-leaning
177,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswslt5yt2p,civic,left-leaning,civic,left-leaning
178,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntudijxkk2e,civic,unclear,civic,left-leaning
179,https://bsky.app/profile/secretaboutbox.bsky.social/post/3knlr7zguc22r,civic,left-leaning,civic,left-leaning
180,https://bsky.app/profile/nicholasgrossman.bsky.social/post/3knszz6in4i2a,civic,left-leaning,civic,moderate
181,https://bsky.app/profile/kendrawrites.bsky.social/post/3knsvqzy2ul2i,not civic,unclear,not civic,
182,https://bsky.app/profile/fleerultra.bsky.social/post/3kntaqo47jp2c,civic,left-leaning,civic,left-leaning
183,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntldci2v32f,civic,left-leaning,civic,left-leaning
184,https://bsky.app/profile/tylerking.bsky.social/post/3knhrouyyak2z,civic,left-leaning,civic,left-leaning
185,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntnykbten2f,civic,left-leaning,civic,left-leaning
186,https://bsky.app/profile/ellearmageddon.bsky.social/post/3kntztqkpds2q,civic,left-leaning,civic,left-leaning
187,https://bsky.app/profile/veryimportant.lawyer/post/3knu6g6t6ve2e,civic,left-leaning,civic,left-leaning
188,https://bsky.app/profile/lukeoneil47.bsky.social/post/3knst3eyt4324,not civic,unclear,not civic,
189,https://bsky.app/profile/notalawyer.bsky.social/post/3knts7ztby224,civic,moderate,civic,moderate
190,https://bsky.app/profile/pixelatedboat.bsky.social/post/3knsryabkfl2r,not civic,unclear,not civic,
191,https://bsky.app/profile/shengokai.bsky.social/post/3knjxmgdd4s2a,civic,left-leaning,civic,left-leaning
192,https://bsky.app/profile/mtsw.bsky.social/post/3knote5ud6422,civic,left-leaning,civic,left-leaning
193,https://bsky.app/profile/bencollins.bsky.social/post/3knqlj267ld2q,civic,left-leaning,civic,left-leaning
194,https://bsky.app/profile/blakeprof.bsky.social/post/3kntcx3hqx323,not civic,unclear,not civic,
195,https://bsky.app/profile/brainnotonyet.bsky.social/post/3kntrgg7a5c2s,civic,left-leaning,civic,left-leaning
196,https://bsky.app/profile/rossignol.bsky.social/post/3knthnphit622,not civic,unclear,not civic,
197,https://bsky.app/profile/ohnoshetwitnt.bsky.social/post/3knsnevtne32p,civic,left-leaning,civic,left-leaning
198,https://bsky.app/profile/pkrugman.bsky.social/post/3knsuujkgnd22,civic,unclear,civic,moderate
199,https://bsky.app/profile/tkingfisher.bsky.social/post/3kn73cleu5i2i,not civic,unclear,not civic,
200,https://bsky.app/profile/c0nc0rdance.bsky.social/post/3kntxyhe53s2n,civic,left-leaning,civic,left-leaning
201,https://bsky.app/profile/lolgop.bsky.social/post/3kntt6tiegp25,civic,left-leaning,civic,left-leaning
202,https://bsky.app/profile/seantcollins.bsky.social/post/3kntpmgjm7k23,not civic,unclear,not civic,
203,https://bsky.app/profile/emptywheel.bsky.social/post/3knsncyl6xk2h,civic,right-leaning,civic,right-leaning
204,https://bsky.app/profile/lauren.rotatingsandwiches.com/post/3knsrjsqvqx25,not civic,unclear,not civic,
205,https://bsky.app/profile/raxkingisdead.bsky.social/post/3knsx4h5ims2v,civic,left-leaning,civic,left-leaning
206,https://bsky.app/profile/rincewind.run/post/3kntowvrkyg2g,not civic,unclear,not civic,
207,https://bsky.app/profile/machete.gay/post/3kngazrt44n2y,civic,right-leaning,civic,right-leaning
208,https://bsky.app/profile/theabigailthorn.bsky.social/post/3kntvbg3a3322,not civic,unclear,not civic,
209,https://bsky.app/profile/cait.bsky.social/post/3knt7cft32e24,not civic,unclear,not civic,
210,https://bsky.app/profile/lethalityjane.bsky.social/post/3kngnbccuur2i,not civic,unclear,civic,moderate
211,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntaaxglc22l,civic,unclear,civic,unclear
212,https://bsky.app/profile/garius.bsky.social/post/3knsii7lpjo25,not civic,unclear,not civic,
213,https://bsky.app/profile/tkingfisher.bsky.social/post/3kntf5zvd6x2l,not civic,unclear,not civic,
214,https://bsky.app/profile/zitron.bsky.social/post/3kntj6lvtx42i,not civic,unclear,not civic,
215,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knssi4ouko24,civic,left-leaning,civic,left-leaning
216,https://bsky.app/profile/billcorbett.bsky.social/post/3knt3falxex2i,civic,left-leaning,civic,left-leaning
217,https://bsky.app/profile/kevinmkruse.bsky.social/post/3knql7vjojz2c,civic,left-leaning,civic,left-leaning
218,https://bsky.app/profile/tylerhuckabee.bsky.social/post/3kntjppn3yn2v,not civic,unclear,civic,left-leaning
219,https://bsky.app/profile/esqueer.bsky.social/post/3knt7cwvifc2y,not civic,unclear,not civic,
220,https://bsky.app/profile/hypervisible.bsky.social/post/3knt6poe6ic2l,civic,left-leaning,not civic,
221,https://bsky.app/profile/skippysbonezone.bsky.social/post/3knt7nflypc2a,civic,left-leaning,civic,left-leaning
222,https://bsky.app/profile/juliusgoat.bsky.social/post/3knstcvx3mc2f,civic,left-leaning,civic,left-leaning
223,https://bsky.app/profile/nkjemisin.bsky.social/post/3knswvmlf422q,not civic,unclear,not civic,
224,https://bsky.app/profile/rem.postes.club/post/3knt6owr3ft2e,not civic,unclear,not civic,
225,https://bsky.app/profile/tomtomorrow.bsky.social/post/3knr4b7y5a22l,civic,left-leaning,civic,left-leaning
226,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntvjapsc32g,civic,left-leaning,civic,left-leaning
227,https://bsky.app/profile/iboudreau.bsky.social/post/3knr2zmw4lm2w,civic,left-leaning,civic,left-leaning
228,https://bsky.app/profile/ryanlcooper.com/post/3knt7p4omys2j,civic,left-leaning,civic,left-leaning
229,https://bsky.app/profile/marygillis.bsky.social/post/3kntq5xnnyl2g,civic,left-leaning,civic,left-leaning
230,https://bsky.app/profile/m1randa.bsky.social/post/3knrmizpbum2h,not civic,unclear,not civic,
231,https://bsky.app/profile/rbreich.bsky.social/post/3kntpz26quc2f,civic,left-leaning,civic,left-leaning
232,https://bsky.app/profile/ryanlcooper.com/post/3kngxbmxabd2z,civic,left-leaning,civic,left-leaning
233,https://bsky.app/profile/notalawyer.bsky.social/post/3kntrz53f2q2i,civic,unclear,civic,unclear
234,https://bsky.app/profile/marisakabas.bsky.social/post/3knuiccqspl24,civic,left-leaning,civic,left-leaning
235,https://bsky.app/profile/kilgoretrout.bsky.social/post/3knts2cfxms27,not civic,unclear,not civic,
236,https://bsky.app/profile/kevinmkruse.bsky.social/post/3kntnyj44db2d,not civic,unclear,not civic,
237,https://bsky.app/profile/abbycohenwl.bsky.social/post/3knt6xtspyd2e,not civic,unclear,not civic,
238,https://bsky.app/profile/rollwithheather.bsky.social/post/3kntvyod4hp27,civic,left-leaning,civic,left-leaning
239,https://bsky.app/profile/mtsw.bsky.social/post/3kntaahklhu2u,not civic,unclear,not civic,
240,https://bsky.app/profile/moiradonegan.bsky.social/post/3knt2pofmp52h,civic,left-leaning,civic,left-leaning
241,https://bsky.app/profile/nameshiv.bsky.social/post/3knsvvfel6s23,not civic,unclear,not civic,
242,https://bsky.app/profile/ironspike.bsky.social/post/3knu4df74z22m,not civic,unclear,not civic,
243,https://bsky.app/profile/keithstack.com/post/3knswykquqt22,civic,right-leaning,civic,right-leaning
244,https://bsky.app/profile/sjjphd.bsky.social/post/3kntkae5jxl2q,civic,left-leaning,civic,left-leaning
245,https://bsky.app/profile/jefftiedrich.bsky.social/post/3knsywh5dos2r,civic,left-leaning,civic,left-leaning
246,https://bsky.app/profile/daveanthony.bsky.social/post/3knsrsihslc27,civic,left-leaning,civic,left-leaning
247,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswcufzss2i,not civic,unclear,not civic,
248,https://bsky.app/profile/alexandraerin.com/post/3kntmi4rzqi2a,not civic,unclear,civic,left-leaning
249,https://bsky.app/profile/tkingfisher.bsky.social/post/3knsun2ioof2h,not civic,unclear,not civic,
250,https://bsky.app/profile/thev.bsky.social/post/3knsonj5pf224,not civic,unclear,not civic,
251,https://bsky.app/profile/lauren.rotatingsandwiches.com/post/3knssigwvnd2q,not civic,unclear,not civic,
252,https://bsky.app/profile/juliusgoat.bsky.social/post/3knsvuoelgl2q,civic,left-leaning,civic,left-leaning
253,https://bsky.app/profile/jonrosenberg.bsky.social/post/3knt3tv3fwt2q,not civic,unclear,not civic,
254,https://bsky.app/profile/chadloder.bsky.social/post/3kns2wyiba22r,civic,left-leaning,civic,left-leaning
255,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knstbz6yas22,civic,right-leaning,civic,left-leaning
256,https://bsky.app/profile/parismarx.bsky.social/post/3knszodnag223,civic,left-leaning,civic,left-leaning
257,https://bsky.app/profile/phillewis.bsky.social/post/3kntqnr52bf2x,civic,moderate,not civic,
258,https://bsky.app/profile/mtsw.bsky.social/post/3kntcbvt5px2d,civic,left-leaning,civic,left-leaning
