,link,civic_label,political_label,civic_hand_label,political_ideology_hand_label
92,https://bsky.app/profile/chimeracoder.bsky.social/post/3knj5kpczic2u,civic,left-leaning,civic,left-leaning
93,https://bsky.app/profile/lolgop.bsky.social/post/3kntnef2boc2g,civic,left-leaning,civic,left-leaning
94,https://bsky.app/profile/pkrugman.bsky.social/post/3knsutaqimd2i,civic,unclear,civic,unclear
95,https://bsky.app/profile/stevevladeck.bsky.social/post/3kntbnvmx4c2j,civic,left-leaning,civic,left-leaning
96,https://bsky.app/profile/beckyhammer.bsky.social/post/3knroe26jo42b,not civic,unclear,not civic,
97,https://bsky.app/profile/neolithicsheep.bsky.social/post/3knrsd5yzsh2c,civic,left-leaning,civic,left-leaning
98,https://bsky.app/profile/npr.org/post/3kntjjdda3k2r,civic,left-leaning,civic,left-leaning
99,https://bsky.app/profile/astrokatie.com/post/3knj5lqzfbt2l,not civic,unclear,not civic,
100,https://bsky.app/profile/jesseltaylor.bsky.social/post/3knp2ktkfqs2g,civic,right-leaning,civic,right-leaning
101,https://bsky.app/profile/weirwoodtreehug.bsky.social/post/3knt66pbp6227,civic,left-leaning,civic,left-leaning
102,https://bsky.app/profile/joshuajfriedman.com/post/3knfcdvb6t22r,civic,left-leaning,civic,left-leaning
103,https://bsky.app/profile/kevinmkruse.bsky.social/post/3knonbpmxos2e,civic,left-leaning,civic,left-leaning
104,https://bsky.app/profile/marisakabas.bsky.social/post/3knuhvjaew324,civic,left-leaning,civic,left-leaning
105,https://bsky.app/profile/joshuaerlich.bsky.social/post/3knsul6pqtk2x,civic,left-leaning,civic,left-leaning
106,https://bsky.app/profile/rincewind.run/post/3knjqnssmzr2a,civic,left-leaning,civic,left-leaning
107,https://bsky.app/profile/ygalanter.bsky.social/post/3knhrdekmas25,not civic,unclear,not civic,
108,https://bsky.app/profile/npr.org/post/3kntfv6if4m2m,civic,left-leaning,civic,moderate
109,https://bsky.app/profile/clancyny.bsky.social/post/3knh2gspnxk2a,civic,left-leaning,civic,left-leaning
110,https://bsky.app/profile/golikehellmachine.bsky.social/post/3knh6zd4fv326,civic,left-leaning,civic,left-leaning
111,https://bsky.app/profile/ryanlcooper.com/post/3kntlutpzn22q,civic,left-leaning,civic,left-leaning
112,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswslt5yt2p,civic,left-leaning,civic,left-leaning
113,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntudijxkk2e,civic,left-leaning,civic,left-leaning
114,https://bsky.app/profile/nicholasgrossman.bsky.social/post/3knszz6in4i2a,civic,moderate,civic,moderate
115,https://bsky.app/profile/tylerking.bsky.social/post/3knhrouyyak2z,civic,left-leaning,civic,left-leaning
116,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntnykbten2f,civic,left-leaning,civic,left-leaning
117,https://bsky.app/profile/ellearmageddon.bsky.social/post/3kntztqkpds2q,civic,left-leaning,civic,left-leaning
118,https://bsky.app/profile/notalawyer.bsky.social/post/3knts7ztby224,civic,moderate,civic,moderate
119,https://bsky.app/profile/mtsw.bsky.social/post/3knote5ud6422,civic,left-leaning,civic,left-leaning
120,https://bsky.app/profile/blakeprof.bsky.social/post/3kntcx3hqx323,not civic,unclear,not civic,
121,https://bsky.app/profile/brainnotonyet.bsky.social/post/3kntrgg7a5c2s,civic,left-leaning,civic,left-leaning
122,https://bsky.app/profile/pkrugman.bsky.social/post/3knsuujkgnd22,civic,moderate,civic,moderate
123,https://bsky.app/profile/c0nc0rdance.bsky.social/post/3kntxyhe53s2n,civic,left-leaning,civic,left-leaning
124,https://bsky.app/profile/machete.gay/post/3kngazrt44n2y,civic,right-leaning,civic,right-leaning
125,https://bsky.app/profile/lethalityjane.bsky.social/post/3kngnbccuur2i,civic,moderate,civic,moderate
126,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntaaxglc22l,civic,unclear,civic,unclear
127,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knssi4ouko24,civic,left-leaning,civic,left-leaning
128,https://bsky.app/profile/billcorbett.bsky.social/post/3knt3falxex2i,civic,left-leaning,civic,left-leaning
129,https://bsky.app/profile/tylerhuckabee.bsky.social/post/3kntjppn3yn2v,civic,left-leaning,civic,left-leaning
130,https://bsky.app/profile/esqueer.bsky.social/post/3knt7cwvifc2y,not civic,unclear,not civic,
131,https://bsky.app/profile/hypervisible.bsky.social/post/3knt6poe6ic2l,civic,left-leaning,not civic,
132,https://bsky.app/profile/juliusgoat.bsky.social/post/3knstcvx3mc2f,civic,left-leaning,civic,left-leaning
133,https://bsky.app/profile/nkjemisin.bsky.social/post/3knswvmlf422q,not civic,unclear,not civic,
134,https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntvjapsc32g,civic,left-leaning,civic,left-leaning
135,https://bsky.app/profile/ryanlcooper.com/post/3knt7p4omys2j,civic,left-leaning,civic,left-leaning
136,https://bsky.app/profile/marygillis.bsky.social/post/3kntq5xnnyl2g,civic,left-leaning,civic,left-leaning
137,https://bsky.app/profile/m1randa.bsky.social/post/3knrmizpbum2h,not civic,unclear,not civic,
138,https://bsky.app/profile/ryanlcooper.com/post/3kngxbmxabd2z,civic,left-leaning,civic,left-leaning
139,https://bsky.app/profile/marisakabas.bsky.social/post/3knuiccqspl24,civic,left-leaning,civic,left-leaning
140,https://bsky.app/profile/mtsw.bsky.social/post/3kntaahklhu2u,not civic,unclear,not civic,
141,https://bsky.app/profile/sjjphd.bsky.social/post/3kntkae5jxl2q,civic,left-leaning,civic,left-leaning
142,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswcufzss2i,not civic,unclear,not civic,
143,https://bsky.app/profile/alexandraerin.com/post/3kntmi4rzqi2a,civic,left-leaning,civic,left-leaning
144,https://bsky.app/profile/thev.bsky.social/post/3knsonj5pf224,not civic,unclear,not civic,
145,https://bsky.app/profile/juliusgoat.bsky.social/post/3knsvuoelgl2q,civic,left-leaning,civic,left-leaning
146,https://bsky.app/profile/chadloder.bsky.social/post/3kns2wyiba22r,civic,left-leaning,civic,left-leaning
147,https://bsky.app/profile/gbbranstetter.bsky.social/post/3knstbz6yas22,civic,right-leaning,civic,left-leaning
148,https://bsky.app/profile/parismarx.bsky.social/post/3knszodnag223,civic,left-leaning,civic,left-leaning
149,https://bsky.app/profile/phillewis.bsky.social/post/3kntqnr52bf2x,civic,moderate,not civic,
150,https://bsky.app/profile/lindaholmes.bsky.social/post/3knswfyabn22j,civic,left-leaning,not civic,
151,https://bsky.app/profile/jameeljaffer.bsky.social/post/3knst4cru622w,not civic,unclear,civic,left-leaning
152,https://bsky.app/profile/mmasnick.bsky.social/post/3kntbjfyh7t2a,civic,right-leaning,civic,right-leaning
153,https://bsky.app/profile/phillewis.bsky.social/post/3knt32qath22s,not civic,unclear,not civic,
154,https://bsky.app/profile/sethcotlar.bsky.social/post/3knt5mr4qlk2s,civic,left-leaning,civic,left-leaning
155,https://bsky.app/profile/restingdinoface.bsky.social/post/3knsxeltlvg24,civic,left-leaning,civic,left-leaning
156,https://bsky.app/profile/rincewind.run/post/3kntgzothvp2q,civic,left-leaning,civic,left-leaning
157,https://bsky.app/profile/lamhfada.bsky.social/post/3knsu7us5hm2i,civic,left-leaning,civic,left-leaning
158,https://bsky.app/profile/kilgoretrout.bsky.social/post/3kntt5cgf6k25,not civic,unclear,not civic,
159,https://bsky.app/profile/premeemohamed.com/post/3knuanjgw4l22,not civic,unclear,not civic,
160,https://bsky.app/profile/astrokatie.com/post/3kntc4ibc3322,civic,left-leaning,not civic,
161,https://bsky.app/profile/mondomascots.bsky.social/post/3kntwnnbyzx2t,not civic,unclear,not civic,
162,https://bsky.app/profile/mmasnick.bsky.social/post/3kntpzl7u7k2g,civic,left-leaning,civic,left-leaning
163,https://bsky.app/profile/notalawyer.bsky.social/post/3kntshvvg6s2h,not civic,unclear,not civic,
164,https://bsky.app/profile/pardoguerra.bsky.social/post/3knu6hlwo422n,civic,unclear,not civic,
165,https://bsky.app/profile/tkingfisher.bsky.social/post/3kn73hc2wrt2r,not civic,unclear,not civic,
166,https://bsky.app/profile/clairewillett.bsky.social/post/3kntjz2ev432z,not civic,unclear,not civic,
167,https://bsky.app/profile/mayawest.online/post/3knu2ati2zk2c,civic,left-leaning,civic,left-leaning
168,https://bsky.app/profile/rusty.todayintabs.com/post/3kntvqmqxhu2p,civic,left-leaning,civic,left-leaning
169,https://bsky.app/profile/womensart1.bsky.social/post/3knslk23gk52w,not civic,unclear,not civic,
170,https://bsky.app/profile/paulgcornish.bsky.social/post/3knsux5iyet2h,not civic,unclear,not civic,
171,https://bsky.app/profile/cait.bsky.social/post/3knu3yxy66u24,not civic,unclear,not civic,
172,https://bsky.app/profile/clairewillett.bsky.social/post/3knttyg5wp32i,civic,left-leaning,civic,left-leaning
173,https://bsky.app/profile/wolvendamien.bsky.social/post/3knthj24stk22,civic,left-leaning,civic,left-leaning
174,https://bsky.app/profile/karlbode.bsky.social/post/3knszi55xch2c,civic,left-leaning,civic,left-leaning
175,https://bsky.app/profile/catbus.bsky.social/post/3kns3uoaf3i2i,civic,right-leaning,not civic,
176,https://bsky.app/profile/amyhoy.bsky.social/post/3knt5dgqdr42k,not civic,unclear,not civic,
177,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntufjhlwo2i,civic,left-leaning,civic,left-leaning
178,https://bsky.app/profile/brendelbored.bsky.social/post/3knu6bmjbft2h,not civic,unclear,not civic,
179,https://bsky.app/profile/premeemohamed.com/post/3kntoprggtl2u,not civic,unclear,not civic,
180,https://bsky.app/profile/npr.org/post/3kntix5jcnv2n,not civic,unclear,not civic,
181,https://bsky.app/profile/propcazhpm.bsky.social/post/3knsia7ym2o2v,civic,left-leaning,civic,left-leaning
182,https://bsky.app/profile/kenwhite.bsky.social/post/3kntdez6eas2o,not civic,unclear,not civic,
183,https://bsky.app/profile/femin.ized.gay/post/3knucom2dxc2x,civic,left-leaning,civic,left-leaning
184,https://bsky.app/profile/shoegaze-dad.bsky.social/post/3kns5agfxfk2o,civic,left-leaning,not civic,
185,https://bsky.app/profile/uncleduke1969.bsky.social/post/3knta6xhclu26,not civic,unclear,not civic,
186,https://bsky.app/profile/gonebabygone.bsky.social/post/3knttvqsy3e2a,civic,left-leaning,civic,left-leaning
187,https://bsky.app/profile/wolfyama.bsky.social/post/3kntqgzunkk2s,not civic,unclear,not civic,
188,https://bsky.app/profile/marshwort.bsky.social/post/3kns2pzdkcl26,civic,left-leaning,civic,left-leaning
189,https://bsky.app/profile/lookitup.baby/post/3knrzbrrqun24,civic,left-leaning,civic,left-leaning
190,https://bsky.app/profile/jbouie.bsky.social/post/3knsy3i6gwk2z,not civic,unclear,not civic,
191,https://bsky.app/profile/premeemohamed.com/post/3kntoz735kk2i,not civic,unclear,not civic,
192,https://bsky.app/profile/jbouie.bsky.social/post/3knt276ygec2j,civic,left-leaning,not civic,
193,https://bsky.app/profile/rosalarian.bsky.social/post/3kntim6ude22q,civic,left-leaning,not civic,
194,https://bsky.app/profile/clairewillett.bsky.social/post/3kntgluq5y22a,civic,left-leaning,civic,left-leaning
195,https://bsky.app/profile/clairewillett.bsky.social/post/3knsabmagcd22,not civic,unclear,not civic,
196,https://bsky.app/profile/mmasnick.bsky.social/post/3knty3h2qye2w,civic,left-leaning,civic,left-leaning
197,https://bsky.app/profile/unstablemongoose.bsky.social/post/3kngniii2gi2r,civic,left-leaning,civic,left-leaning
198,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntuinenm323,civic,left-leaning,civic,left-leaning
199,https://bsky.app/profile/helenkennedy.bsky.social/post/3knu2ubr4sc26,civic,right-leaning,civic,left-leaning
200,https://bsky.app/profile/saramchenry.bsky.social/post/3kntr4xlrz422,civic,left-leaning,civic,left-leaning
201,https://bsky.app/profile/rincewind.run/post/3kntqhpdh4d24,civic,left-leaning,civic,left-leaning
202,https://bsky.app/profile/rincewind.run/post/3kntzq7pxg52m,civic,left-leaning,civic,left-leaning
